artists,titles,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,clusters
Sophie B. Hawkins,Damn I Wish I Was Your Lover,0.563,0.806,-6.826,0.0496,0.281,1.49e-05,0.363,0.42,95.188,323400.0,6
UB40,Kingston Town,0.957,0.226,-14.606,0.0594,0.119,0.0358,0.0796,0.768,102.072,231733.0,0
Green Day,Oh Love,0.427,0.773,-4.222,0.115,0.00605,4.02e-06,0.0396,0.695,171.806,303293.0,2
Michael Pangilinan,Your Love,0.345,0.301,-12.001,0.055,0.755,0.0,0.117,0.16,149.533,250775.0,1
Nytrix,Love Never Died,0.593,0.772,-5.206,0.0813,0.012,0.000129,0.0783,0.485,135.007,226821.0,6
Coldplay,Lovers in Japan,0.202,0.733,-7.599,0.0446,0.0427,0.696,0.243,0.0728,118.217,411013.0,5
Night Lovell,Just Tryna,0.578,0.42,-12.558,0.19,0.123,1.66e-05,0.196,0.208,159.853,354064.0,2
Jason Derulo,Stupid Love,0.627,0.706,-6.416,0.047,0.0153,0.0,0.126,0.763,78.019,214493.0,6
P!nk,The Truth About Love,0.746,0.738,-4.85,0.0788,0.00328,8.2e-05,0.104,0.858,131.983,228467.0,4
Echosmith,Tell Her You Love Her,0.637,0.556,-7.625,0.0352,0.262,0.000444,0.105,0.176,120.021,246653.0,6
Tom Odell,Another Love - Live from Spotify (SXSW),0.453,0.586,-6.741,0.0395,0.86,0.0,0.751,0.133,119.306,257267.0,3
Jill Scott,It's Love,0.7,0.593,-8.752,0.163,0.0187,0.0109,0.0542,0.614,171.943,354400.0,2
LCD Soundsystem,"New York, I Love You but You're Bringing Me Down",0.39,0.37,-8.288,0.0457,0.474,0.00013,0.115,0.0909,176.526,335480.0,2
Sleeping At Last,As Long as You Love Me,0.419,0.128,-12.481,0.0519,0.966,0.0,0.134,0.362,141.905,209584.0,1
Hedley,I Do (Wanna Love You),0.445,0.728,-3.973,0.0393,0.0278,0.0,0.173,0.612,72.71,204453.0,6
En Vogue,Don't Let Go (Love),0.618,0.688,-5.867,0.0477,0.409,6.32e-06,0.3,0.561,78.311,291880.0,6
Pryde,When the Lights Turn On,0.238,0.483,-6.621,0.0326,0.166,0.0803,0.0783,0.277,60.702,274000.0,6
Beyoncé,Dangerously In Love,0.619,0.402,-8.054,0.0915,0.334,0.0,0.177,0.489,99.947,293107.0,1
Fuso,Love,0.596,0.415,-10.937,0.0825,0.867,0.0,0.402,0.34,78.603,172250.0,1
3LAU,Is It Love - Riggi & Piros Remix,0.633,0.869,-4.528,0.0575,0.00617,0.0349,0.218,0.573,127.979,243281.0,4
JoJo,Music.,0.483,0.248,-7.722,0.0396,0.934,0.0,0.198,0.406,132.497,215573.0,1
X Ambassadors,Unconsolable,0.671,0.614,-7.544,0.0362,0.00321,0.0315,0.111,0.344,151.006,216707.0,6
Lovelyz,Ah-Choo,0.729,0.898,-1.029,0.0391,0.315,0.0,0.107,0.517,126.977,218475.0,4
Cher,After All (Love Theme From Chances Are),0.517,0.335,-13.104,0.0324,0.561,0.0,0.0876,0.163,138.096,244360.0,1
Dim Sum,High Love,0.728,0.685,-4.93,0.0664,0.133,0.187,0.095,0.233,112.026,236400.0,6
Brian Puspos,Starting Line,0.599,0.463,-7.479,0.0419,0.00684,0.0,0.327,0.151,127.892,205536.0,6
Megan Davies,The Fight / Where Is the Love (feat. Jaclyn Davies),0.615,0.233,-10.395,0.0564,0.898,0.0,0.0756,0.363,90.976,197143.0,1
The Partridge Family,I Think I Love You,0.432,0.471,-12.26,0.0473,0.422,0.0,0.141,0.783,203.27,173400.0,2
Pantera,This Love,0.402,0.73,-9.327,0.0455,0.000312,0.323,0.103,0.296,104.527,393706.0,5
Shaun Reynolds,Treat You Better / Controlla / Let Me Love You (Mash-Up),0.494,0.529,-8.396,0.0868,0.0275,0.0,0.165,0.571,89.547,212680.0,6
JoJo,Honest.,0.532,0.621,-7.035,0.07,0.0908,1.23e-06,0.264,0.207,119.872,320440.0,6
George Strait,"Love Without End, Amen",0.639,0.594,-7.363,0.0239,0.412,1.23e-06,0.143,0.537,88.301,184920.0,6
Justin Timberlake,Medley: Summer Love / Set the Mood (Prelude),0.454,0.518,-8.396,0.0985,0.191,0.0,0.936,0.327,120.107,384133.0,3
Chris Lane,Let Me Love You,0.358,0.463,-5.797,0.03,0.765,0.0,0.108,0.663,91.063,246280.0,1
Calvin Harris,I Need Your Love (feat. Ellie Goulding),0.695,0.869,-5.066,0.0483,0.408,0.0,0.237,0.579,124.986,234507.0,4
Tegan and Sara,U-turn,0.659,0.922,-4.681,0.0668,0.00941,0.0,0.103,0.819,92.012,178440.0,4
Michael Kiwanuka,Black Man In A White World,0.621,0.849,-7.858,0.106,0.491,0.000202,0.0758,0.717,103.442,258960.0,0
LA Riots,Real Love,0.743,0.69,-6.479,0.0482,0.0418,2.72e-05,0.0767,0.411,118.96,210875.0,6
Tina Turner,What's Love Got to Do with It,0.851,0.406,-11.631,0.0662,0.219,6.79e-06,0.0853,0.793,97.84,226880.0,0
Yelawolf,Ball And Chain,0.626,0.331,-11.717,0.0662,0.784,0.0,0.121,0.451,139.999,95573.0,1
Queensrÿche,I Don't Believe In Love - Remastered 2003,0.562,0.991,-2.654,0.0745,0.0373,1.14e-05,0.425,0.266,118.004,263560.0,6
Night Lovell,Teenage Cutie,0.95,0.588,-9.457,0.0952,0.13,0.0434,0.101,0.292,125.023,140170.0,0
Shai,If I Ever Fall In Love,0.402,0.205,-11.232,0.038,0.758,0.0,0.147,0.42,143.994,189027.0,1
Crystal Fighters,At Home,0.65,0.894,-4.788,0.0308,0.105,0.13,0.123,0.35,105.014,306440.0,6
My Chemical Romance,Under Pressure,0.528,0.897,-5.943,0.0589,0.00134,0.0,0.19,0.29,125.009,211733.0,6
Us The Duo,Goodbye Forever,0.7,0.641,-6.693,0.0416,0.323,0.0,0.0872,0.859,97.958,158778.0,4
Betty Who,I Love You Always Forever - Instant Karma Remix,0.635,0.853,-4.312,0.0302,0.000476,0.00674,0.233,0.476,120.023,219512.0,6
Patrick Watson,Places You Will Go,0.25,0.645,-9.784,0.0526,0.541,0.448,0.0697,0.35,91.628,303931.0,5
Pentatonix,Can't Sleep Love - Danny L Harle Remix,0.588,0.832,-5.814,0.0347,0.000319,0.000395,0.0956,0.307,127.003,233467.0,6
The Yardbirds,For Your Love,0.347,0.638,-10.258,0.0409,0.236,0.0,0.0894,0.61,94.506,150627.0,6
Nao,Fool to Love,0.542,0.558,-6.654,0.262,0.265,0.0,0.117,0.758,94.11,206160.0,0
Vintage Culture,Why Don't U Love,0.629,0.785,-6.118,0.0278,0.000391,0.0531,0.166,0.314,122.993,210732.0,6
Pryde,Globe,0.432,0.408,-9.3,0.0489,0.198,0.0,0.392,0.419,119.218,150000.0,1
Ane Brun,Make You Feel My Love,0.553,0.156,-10.575,0.0447,0.943,0.00131,0.11,0.348,93.776,167493.0,1
David Guetta,Love Is Gone - Fred Riester & Joachim Garraud Radio Edit Remix,0.773,0.813,-4.609,0.0797,0.0331,3.77e-05,0.192,0.707,127.93,199387.0,4
Theodor Mannini,You Make Me Feel,0.406,0.216,-16.075,0.0274,0.462,0.893,0.114,0.108,84.179,252000.0,7
The Doors,"Hello, I Love You",0.597,0.554,-14.144,0.0425,0.029,0.0,0.0766,0.963,117.835,133200.0,4
Robert Palmer,Addicted To Love - Edit,0.617,0.804,-6.049,0.0316,0.353,0.00421,0.0294,0.971,111.086,235827.0,4
The Paradise,In Love With You,0.426,0.903,-5.822,0.0659,0.000135,0.0256,0.699,0.12,121.03,254067.0,3
JoJo,Edibles.,0.431,0.734,-4.987,0.102,0.134,0.0,0.184,0.306,123.603,229613.0,6
Neil Young,Heart Of Gold,0.55,0.525,-8.754,0.0275,0.288,0.0172,0.106,0.806,171.172,188440.0,4
Father John Misty,Bored In The USA,0.461,0.124,-10.915,0.0328,0.877,0.0,0.324,0.296,103.94,262013.0,1
Norman Dück,Fifty Shades Darker (Crazy in Love),0.352,0.183,-15.924,0.0363,0.953,0.876,0.0907,0.0693,119.067,215602.0,7
Macklemore & Ryan Lewis,Same Love - Live From Spotify NYC feat. Mary Lambert,0.668,0.529,-9.498,0.246,0.514,0.0,0.123,0.308,85.031,315759.0,0
Yelawolf,Have A Great Flight,0.695,0.712,-7.339,0.0393,0.33,0.0296,0.111,0.314,115.002,303133.0,6
Victorious Cast,Tell Me That You Love Me (feat. Victoria Justice & Leon Thomas III),0.69,0.794,-2.576,0.0474,0.319,0.0,0.34,0.505,119.944,161347.0,6
NS Yoon-G,If You Love Me (feat. Jay Park),0.582,0.819,-5.192,0.0737,0.0583,0.0,0.162,0.534,169.995,198840.0,2
Red Velvet,마지막 사랑 Last Love,0.331,0.509,-6.231,0.0331,0.565,0.0,0.108,0.137,129.479,294123.0,1
Young Franco,Drop Your Love (feat. Dirty Radio),0.661,0.806,-6.194,0.437,0.0163,0.0,0.117,0.475,121.216,207022.0,0
for KING & COUNTRY,Without You,0.341,0.292,-11.971,0.0361,0.837,0.000473,0.108,0.103,140.853,292693.0,1
Rich Gang,Sho Me Love,0.66,0.6,-6.152,0.14,0.0645,0.000182,0.254,0.354,129.99,272427.0,6
Miley Cyrus,Love Money Party (feat. Big Sean),0.792,0.546,-7.549,0.0916,0.0784,0.0,0.341,0.794,129.093,219773.0,0
New Found Glory,Vicious Love (feat. Hayley Williams),0.615,0.907,-2.908,0.0552,0.00818,2.67e-05,0.145,0.716,109.962,197225.0,4
Chad Brownlee,Love Me Or Leave Me,0.44,0.882,-3.861,0.0414,0.1,0.0011,0.115,0.44,185.847,225160.0,2
Boyce Avenue,Love Me Like You Do,0.494,0.254,-9.87,0.0405,0.827,0.0,0.204,0.24,92.696,198218.0,1
Elvis Presley,Burning Love - with The Royal Philharmonic Orchestra,0.547,0.936,-4.997,0.0415,0.0343,7.69e-05,0.107,0.735,142.995,209760.0,4
Led Zeppelin,All My Love - Remaster,0.552,0.791,-8.356,0.0303,0.123,1.42e-05,0.162,0.698,91.2,355893.0,6
Ben Edsel,Im In Love With The Shape Of You (Radio Edit),0.763,0.788,-4.018,0.335,0.527,0.0,0.108,0.926,192.071,234162.0,0
Hong Dae Kwang,Is This Love?,0.692,0.913,-1.821,0.0752,0.452,0.0,0.189,0.548,133.987,238000.0,4
Juris,"Will You Still Love Me Tomorrow - From ""Love Me Tomorrow""",0.587,0.266,-12.109,0.0264,0.776,1.51e-05,0.106,0.074,101.989,187167.0,1
The Neighbourhood,$TING,0.566,0.777,-6.19,0.0505,0.622,0.758,0.0985,0.341,134.014,282547.0,5
Ann Hampton Callaway,Let's Fall In Love,0.48,0.281,-13.807,0.0592,0.785,3.04e-06,0.138,0.635,137.352,166960.0,1
Jeremih,773 Love,0.582,0.458,-7.642,0.185,0.306,0.0,0.32,0.36,134.793,230213.0,0
"Grover Washington, Jr.",Just the Two of Us (feat. Bill Withers),0.749,0.497,-12.609,0.105,0.41,0.0499,0.0504,0.585,95.818,438493.0,0
Jesper Livid,Mon Ami (feat. Shaka Loveless),0.73,0.627,-6.338,0.0624,0.348,0.0,0.354,0.549,110.087,225393.0,6
Raphael Saadiq,Love That Girl,0.71,0.674,-5.393,0.0352,0.0136,1.73e-05,0.0366,0.7,124.033,184413.0,4
Hillary Scott & The Scott Family,Love Remains,0.541,0.262,-9.798,0.0275,0.953,0.000344,0.104,0.218,139.041,236907.0,1
City and Colour,The Girl,0.409,0.515,-6.966,0.0288,0.832,1.33e-05,0.101,0.348,108.859,286733.0,1
Pat Benatar,Love Is A Battlefield - Remastered,0.679,0.875,-4.25,0.0556,0.0408,0.000189,0.0801,0.863,90.71,249533.0,4
Tiffany,I Think We're Alone Now,0.646,0.892,-5.406,0.041,3.76e-05,0.00665,0.0915,0.7,130.297,226520.0,4
Night Lovell,Rideau Swing,0.87,0.558,-6.867,0.0498,0.0429,0.0,0.154,0.648,106.001,149445.0,0
ABBA,Lay All Your Love On Me,0.695,0.701,-6.435,0.0281,0.0187,0.0464,0.251,0.58,133.0,272507.0,4
Barbra Streisand,Woman In Love,0.484,0.469,-7.35,0.0257,0.489,9.58e-05,0.291,0.307,169.678,231227.0,2
Alex Aiono,"Ocean Love (From ""Royal Crush Season 2"")",0.597,0.562,-9.615,0.0316,0.00738,0.0,0.361,0.395,90.027,220944.0,6
Minnie Riperton,"Baby, This Love I Have",0.59,0.438,-12.594,0.0508,0.292,0.00216,0.103,0.727,83.506,250867.0,1
Marc E. Bassy,Last One I Love,0.491,0.65,-8.459,0.0337,0.372,0.00106,0.218,0.384,94.743,275400.0,6
Father John Misty,Nothing Good Ever Happens At The Goddamn Thirsty Crow,0.534,0.468,-7.613,0.0279,0.431,1.94e-06,0.23,0.181,72.9,274467.0,1
John Legend,All of Me,0.422,0.264,-7.064,0.0322,0.922,0.0,0.132,0.331,119.93,269560.0,1
Total Giovanni,Can’t Control My Love,0.676,0.665,-11.759,0.0468,0.19,0.493,0.109,0.379,115.63,284145.0,5
Common,Love Star,0.712,0.492,-10.719,0.198,0.0316,0.000121,0.263,0.639,90.987,309093.0,0
Alan Jackson,Livin' On Love,0.705,0.669,-5.974,0.0262,0.163,3.41e-06,0.0966,0.673,118.539,228733.0,4
Hollywood Undead,"This Love, This Hate",0.606,0.884,-5.465,0.0535,0.00149,0.0,0.159,0.646,130.01,237160.0,4
Hilow,Fell in Love With You (feat. Cristina Llull),0.344,0.793,-8.459,0.0654,0.359,0.2,0.368,0.144,115.033,175304.0,2
Papa Roach,...To Be Loved,0.337,0.972,-4.026,0.15,0.00464,0.0,0.449,0.465,192.074,181373.0,2
Chet Faker,Love and Feeling,0.384,0.492,-7.659,0.0823,0.865,1.83e-05,0.153,0.39,73.984,250453.0,1
Sade,Soldier of Love,0.775,0.572,-8.427,0.0633,0.0117,0.0293,0.0847,0.64,90.023,356653.0,0
Bloc Party,This Modern Love,0.453,0.938,-5.344,0.0386,0.00306,0.00318,0.132,0.261,160.005,265707.0,2
CAKE,Love You Madly,0.752,0.809,-8.399,0.0598,0.0908,9.41e-05,0.169,0.658,106.999,237827.0,0
Stitches,I Love My Niggas,0.865,0.562,-9.927,0.0745,0.00927,0.0,0.368,0.443,124.984,263624.0,0
Patrick O'Hearn,A Lovely Place to Be,0.0992,0.012,-29.215,0.0407,0.977,0.963,0.0972,0.0342,89.717,530800.0,7
Chris Cagle,Just Love Me,0.506,0.72,-6.994,0.0369,0.0614,0.0,0.0632,0.418,155.829,308413.0,2
Gil Glaze,Endless Love,0.558,0.873,-3.838,0.0366,0.0414,0.0155,0.0649,0.158,125.942,250000.0,6
Niel,Love Affair (feat.Giantpink),0.634,0.805,-2.775,0.0287,0.357,0.0,0.288,0.677,94.998,202133.0,6
Guns N' Roses,Used To Love Her,0.615,0.831,-9.394,0.0311,0.426,7.26e-05,0.184,0.914,135.114,191360.0,4
Route 94,My Love - Prince Fox Remix,0.641,0.492,-7.935,0.213,0.3,0.0159,0.263,0.631,140.031,178286.0,0
Gyptian,Non Stop,0.728,0.797,-3.975,0.125,0.0112,6.71e-06,0.154,0.363,105.787,177173.0,6
The Emotions,Best of My Love,0.784,0.713,-6.865,0.0339,0.447,0.14,0.0904,0.97,115.443,220560.0,4
Wet Wet Wet,"Love Is All Around - From ""Four Weddings And A Funeral""",0.437,0.665,-8.389,0.0312,0.276,0.0,0.198,0.558,169.901,237760.0,2
City and Colour,Waiting...,0.587,0.627,-6.275,0.0265,0.156,4.26e-05,0.127,0.456,132.982,294000.0,6
Wolf Alice,Moaning Lisa Smile,0.513,0.839,-4.374,0.0427,0.000788,0.237,0.113,0.294,98.12,162387.0,6
Glee Cast,Seasons Of Love (Glee Cast Version),0.605,0.507,-6.354,0.0259,0.618,1.92e-06,0.122,0.253,89.033,184480.0,1
Christina Perri,sea of lovers,0.301,0.569,-5.592,0.0528,0.538,0.0,0.101,0.336,177.641,215387.0,2
Starkillers,Let The Love - Radio Edit,0.613,0.909,-4.322,0.0993,0.00191,0.132,0.0841,0.364,128.001,206250.0,6
Fleetwood Mac,Say You Love Me,0.723,0.596,-13.436,0.0308,0.0187,0.00513,0.16,0.962,128.068,249947.0,4
Love and Theft,If You Ever Get Lonely,0.539,0.635,-6.461,0.0295,0.0775,0.0,0.0643,0.283,81.979,228893.0,6
P!nk,Slut Like You,0.618,0.857,-3.621,0.0671,0.00357,0.0,0.0832,0.531,130.057,221960.0,4
Night Lovell,Guidance,0.647,0.369,-15.053,0.161,0.378,0.00035,0.177,0.154,119.985,176000.0,1
Jake Owen,American Love,0.573,0.96,-5.973,0.0789,0.0345,0.0,0.116,0.687,99.974,195520.0,4
Anthem Lights,K-LOVE Fan Awards: Songs of the Year (2015 Mash-Up),0.39,0.455,-4.247,0.0316,0.397,0.0,0.125,0.358,107.012,182288.0,6
Amir Obe,Before the Vomit,0.691,0.458,-9.128,0.156,0.762,1.69e-05,0.106,0.436,121.959,190877.0,1
Air Supply,All Out Of Love - Live,0.403,0.705,-5.961,0.033,0.0928,0.0,0.712,0.305,100.026,347387.0,3
Jesus Culture,Your Love Never Fails - Live,0.41,0.869,-4.496,0.0472,0.00801,0.0,0.238,0.353,113.971,477880.0,6
XIA,Cake Love (PROD. BY The Black Skirts),0.432,0.761,-4.126,0.0305,0.0117,2.88e-05,0.75,0.341,138.004,278999.0,3
Satchmode,"Happiness, Pt. 1",0.614,0.669,-7.032,0.0283,0.223,0.125,0.152,0.524,149.979,205267.0,4
Gabrielle Aplin,Please Don't Say You Love Me,0.479,0.541,-9.862,0.0545,0.737,0.0,0.108,0.321,85.994,181400.0,1
Elle King,Where the Devil Don't Go,0.392,0.825,-5.515,0.0783,0.0186,2.22e-06,0.0839,0.489,203.833,181493.0,2
Yeng Constantino,If We Fall in Love,0.568,0.382,-9.906,0.0285,0.782,1.03e-05,0.0945,0.3,140.085,246680.0,1
Aretha Franklin,I Never Loved a Man (The Way I Love You),0.657,0.371,-9.186,0.0359,0.367,0.0459,0.157,0.709,134.867,171773.0,4
You+Me,No Ordinary Love,0.579,0.0952,-10.659,0.0364,0.971,0.0,0.137,0.175,125.733,249440.0,1
Mick Jenkins,Your Love,0.652,0.454,-5.95,0.16,0.0505,0.0,0.14,0.639,95.063,194143.0,0
The Sea The Sea,Guess It Was,0.392,0.219,-9.888,0.0299,0.894,0.000507,0.117,0.2,78.264,202235.0,1
Benta,Lover in Dark (AObeats Remix),0.486,0.412,-10.018,0.213,0.21,0.0232,0.114,0.18,82.998,286265.0,1
Patrick Watson,Good Morning Mr. Wolf,0.257,0.281,-12.061,0.0332,0.785,0.234,0.13,0.188,83.312,356221.0,1
Redbone,Come and Get Your Love,0.674,0.785,-6.126,0.0535,0.127,7.9e-05,0.0764,0.853,105.543,300200.0,4
Prozzak,Love Me Tinder,0.585,0.68,-6.083,0.0405,0.00725,0.0,0.265,0.439,165.047,214081.0,2
Michael Carreon,The Simple Things,0.777,0.491,-6.523,0.0297,0.777,2e-06,0.101,0.681,95.106,263633.0,1
2NE1,I LOVE YOU,0.711,0.837,-4.277,0.038,0.0242,0.0,0.531,0.563,125.075,237138.0,3
RITUAL,Drown The Lovers,0.459,0.324,-9.888,0.0467,0.703,0.000377,0.0977,0.108,142.282,234088.0,1
Million Dollar Weekends,Addicted To Your Love,0.819,0.788,-3.158,0.0547,0.0432,0.000634,0.139,0.75,117.981,191947.0,4
Carneyval,It Ain't Love,0.735,0.577,-6.372,0.0546,0.289,1.14e-06,0.0595,0.708,88.007,193000.0,0
Bailey May,O Pag-ibig,0.609,0.516,-6.94,0.0277,0.0386,0.0,0.234,0.61,170.017,217453.0,4
David Guetta,Love Don't Let Me Go,0.593,0.836,-4.774,0.0463,7.37e-05,0.0,0.117,0.406,127.087,216893.0,6
Andrew Combs,Part Time Lovers (Full Time Fools),0.566,0.593,-7.364,0.0291,0.126,2.49e-05,0.11,0.654,138.973,191560.0,4
The Cure,The Lovecats,0.74,0.816,-4.764,0.0765,0.497,0.0,0.195,0.963,91.91,220427.0,0
Michael Bublé,Cry Me a River,0.458,0.483,-7.909,0.0366,0.624,5.62e-06,0.0754,0.513,104.823,254747.0,1
Night Lovell,The Renegade Never Dies,0.888,0.439,-6.706,0.166,0.545,0.00618,0.0908,0.387,79.013,158014.0,0
Hong Jin Young,"Loves Me, Loves Me Not",0.7,0.725,-4.633,0.0287,0.449,0.0,0.134,0.582,102.987,186682.0,6
Cécile McLorin Salvant,Monday,0.451,0.14,-15.402,0.0327,0.855,7.87e-06,0.128,0.103,102.177,120973.0,1
Woodkid,I Love You,0.542,0.814,-4.759,0.0386,0.0532,0.000481,0.0852,0.526,146.002,230160.0,4
Michael Bublé,Nevertheless (I'm in Love with You) (feat. The Puppini Sisters),0.521,0.305,-7.493,0.0271,0.835,0.0,0.111,0.289,113.66,175293.0,1
Sara Haze,Lovely,0.386,0.173,-9.745,0.0339,0.846,0.0,0.312,0.22,87.242,226002.0,1
BTS,Outro : Love is Not Over,0.719,0.335,-8.085,0.0595,0.632,0.0,0.131,0.219,105.062,143863.0,1
Gardiner Sisters,Let Me Love You / We Don't Talk Anymore,0.596,0.296,-7.556,0.0584,0.882,0.0,0.127,0.466,92.971,194063.0,1
Mitski,First Love / Late Spring,0.443,0.545,-8.196,0.0273,0.000813,0.0137,0.202,0.104,99.914,278640.0,6
Imaginary Future,All My Love,0.488,0.386,-13.375,0.0382,0.828,0.0258,0.0932,0.139,131.997,230624.0,1
Big Daddy Weave,Overwhelmed,0.527,0.639,-6.828,0.0386,0.0752,0.0,0.105,0.197,148.015,329027.0,2
Rainer + Grimm,Set You Free (Rainer + Grimm vs. Bobby Love Remix) [feat. Jydn],0.794,0.78,-4.811,0.0598,0.00117,0.103,0.241,0.255,123.018,256378.0,6
Andrew Luce,When to Love You (feat. Chelsea Cutler),0.719,0.459,-12.874,0.0992,0.0131,0.0161,0.0877,0.0859,95.021,270316.0,6
Endre Nordvik,I'm In Love with You,0.541,0.46,-9.53,0.0262,0.335,0.000164,0.469,0.395,79.994,227252.0,3
The Wombats,Moving to New York,0.252,0.886,-4.678,0.0714,2.93e-05,5.33e-06,0.256,0.498,161.939,210560.0,2
Catherine Russell,Don't Take Your Love from Me,0.379,0.142,-11.13,0.0359,0.894,0.000202,0.14,0.178,179.277,292288.0,1
Kuba Oms,My Love (Radio Version),0.635,0.895,-5.324,0.055,0.00157,0.0,0.366,0.778,128.078,215438.0,4
Kwabs,Walk,0.615,0.814,-3.903,0.0677,0.17,0.0,0.218,0.577,144.005,214150.0,4
JoJo,Good Thing.,0.698,0.744,-3.604,0.0586,0.0597,1.31e-05,0.283,0.407,123.003,210602.0,6
Gary Valenciano,"I'll Never Love This Way Again - From ""Barcelona - A Love Untold""",0.311,0.267,-9.821,0.0329,0.615,1.56e-05,0.13,0.0826,122.085,241946.0,1
Steve Aoki,I Love It When You Cry (Moxoki) - Radio Edit,0.57,0.779,-6.174,0.0468,0.0185,2.49e-05,0.17,0.443,128.022,192658.0,6
Constantines,I Will Not Sing a Hateful Song - Alternate Version,0.449,0.143,-14.721,0.0394,0.948,0.254,0.116,0.24,79.637,211787.0,7
Dru Hill,How Deep Is Your Love,0.729,0.434,-9.111,0.079,0.0473,1.23e-05,0.314,0.743,94.411,243360.0,0
Britney Spears,I Love Rock 'N' Roll,0.709,0.728,-1.643,0.185,0.000811,0.105,0.564,0.572,180.107,186533.0,3
Bobby Darin,Dream Lover,0.526,0.774,-1.692,0.0459,0.715,0.0,0.437,0.715,131.715,150706.0,4
Marvin Hamlisch,Nobody Does It Better,0.368,0.403,-12.699,0.0288,0.703,7.66e-06,0.202,0.338,135.384,212667.0,1
Juicy J,She in Love,0.863,0.734,-5.898,0.333,0.0486,0.0,0.294,0.547,160.028,241128.0,0
New Edition,I'm Still In Love With You,0.741,0.519,-4.683,0.0351,0.426,0.0,0.318,0.418,134.294,279667.0,6
Ta-ku,Love Somebody - Mr. Carmack Remix,0.72,0.558,-10.455,0.0504,0.0245,2.65e-05,0.12,0.399,104.993,220218.0,6
Smallpools,Killer Whales,0.416,0.849,-3.833,0.0503,0.000303,4.23e-05,0.185,0.677,144.844,222760.0,4
Feist,The Limit To Your Love,0.558,0.361,-8.136,0.0314,0.656,0.000823,0.101,0.351,152.057,261040.0,1
Jesus Culture,Unstoppable Love - Live,0.388,0.57,-7.879,0.0322,0.105,0.0,0.277,0.0963,147.9,552653.0,2
Warpaint,Love Is to Die,0.431,0.639,-9.07,0.034,0.254,0.352,0.0856,0.428,85.404,291758.0,6
Ja Rule,Down A** B**ch,0.483,0.644,-6.605,0.307,0.37,0.0,0.202,0.532,87.937,331133.0,0
Susan Egan,I Won't Say (I'm In Love),0.675,0.456,-10.354,0.0512,0.231,0.0,0.173,0.484,121.235,140227.0,6
The Wanted,Could This Be Love,0.332,0.777,-4.493,0.0534,0.155,0.0,0.179,0.294,98.761,187360.0,6
Death Grips,No Love,0.547,0.884,-1.452,0.366,0.0221,1.33e-06,0.0662,0.608,146.75,303693.0,0
Tarrus Riley,Sorry Is A Sorry Word,0.658,0.924,-2.015,0.339,0.216,0.0,0.186,0.644,87.854,215432.0,0
KISS,Shock Me,0.655,0.812,-7.779,0.0678,0.0383,0.000645,0.0238,0.866,127.092,226773.0,4
Jason Benoit,Crazy Kinda Love,0.555,0.8,-5.452,0.0505,0.0457,0.0,0.0759,0.849,161.965,198536.0,4
Landon Austin,"Send My Love / Sit Still, Look Pretty (Acoustic Mashup)",0.639,0.458,-8.183,0.0519,0.542,0.0,0.0964,0.412,83.967,202143.0,1
Diana Krall,Let's Fall In Love,0.615,0.177,-16.925,0.0465,0.82,0.000186,0.135,0.383,124.558,258960.0,1
LA WOMEN,Hurricane Love,0.561,0.556,-7.132,0.0306,0.411,2.01e-05,0.135,0.377,141.998,191203.0,6
Lou Reed,Satellite of Love,0.458,0.502,-10.186,0.0294,0.442,5.51e-06,0.299,0.571,121.861,221120.0,1
Johnny Cash,A Thing Called Love,0.526,0.499,-10.873,0.0345,0.481,0.0,0.261,0.786,155.775,152680.0,4
Ariana Grande,"Zero To Hero - From ""Hercules""",0.514,0.774,-5.569,0.279,0.343,0.0,0.28,0.604,116.037,159533.0,0
Firehouse,Love of a Lifetime,0.472,0.48,-11.893,0.0308,0.000204,0.00275,0.0914,0.126,123.023,286573.0,6
Dannic,Feel Your Love - Radio Edit,0.566,0.944,-3.55,0.175,0.00887,1.99e-05,0.352,0.177,128.06,204607.0,6
Hundred Waters,Show Me Love,0.626,0.31,-15.987,0.161,0.879,0.0,0.643,0.225,60.285,75672.0,1
JoJo,I Am.,0.599,0.303,-7.658,0.0341,0.8,0.0,0.0822,0.36,114.655,235333.0,1
Bone Thugs-N-Harmony,Foe Tha Love of $,0.772,0.695,-8.013,0.0735,0.00295,0.0,0.427,0.643,137.868,272440.0,4
KREAM,Love You More - Radio Edit,0.673,0.866,-3.899,0.0339,0.0032,0.000165,0.259,0.355,123.976,210978.0,6
PLVTINUM,Drunk Enough to Say That I Love You,0.77,0.751,-6.315,0.0456,0.0615,2.15e-05,0.073,0.52,127.962,222261.0,6
The Doors,Love Me Two Times,0.684,0.698,-6.219,0.041,0.332,5.16e-06,0.122,0.839,132.846,195107.0,4
Adele,Make You Feel My Love (Live at Hotel Cafe),0.447,0.166,-12.193,0.0374,0.974,3.81e-06,0.665,0.107,144.706,232200.0,1
Jetta,I'd Love To Change The World,0.478,0.567,-11.512,0.0977,0.292,0.201,0.359,0.168,110.939,187293.0,1
Plan B,Choca,0.853,0.826,-4.837,0.11,0.221,2.37e-06,0.0575,0.521,88.004,220867.0,0
Stevie Wonder,I Just Called To Say I Love You,0.748,0.551,-8.624,0.0235,0.198,0.0,0.0978,0.662,113.524,260613.0,0
